,Date,Open,High,Low,Close,Volume,High-Low,Open-Close
2353,22-02-2011,393.11,395.63,389.42,392.92,571208,6.21,0.19
2354,21-02-2011,387.50,396.89,384.62,395.15,589424,12.27,-7.65
2355,18-02-2011,390.63,393.13,385.67,387.05,713656,7.46,3.58
2356,17-02-2011,389.25,391.13,387.80,388.90,375760,3.33,0.35
2357,16-02-2011,387.00,390.25,385.35,387.62,358144,4.90,-0.62
2358,15-02-2011,388.00,391.24,384.63,387.63,496976,6.61,0.37
2359,14-02-2011,385.25,389.75,380.50,388.07,464448,9.25,-2.82
2360,11-02-2011,381.88,383.38,377.88,380.08,501704,5.50,1.80
2361,10-02-2011,389.63,389.63,380.68,382.01,532568,8.95,7.62
2362,09-02-2011,386.74,393.63,383.38,390.88,564632,10.25,-4.14
2363,08-02-2011,387.50,390.00,384.38,387.08,565848,5.62,0.42
2364,07-02-2011,385.13,388.88,382.63,386.14,591928,6.25,-1.01
2365,04-02-2011,388.60,390.25,378.57,380.80,692504,11.68,7.80
2366,03-02-2011,385.89,393.75,385.89,389.49,531936,7.86,-3.60
2367,02-02-2011,390.13,395.25,383.63,385.71,771464,11.62,4.42
2368,01-02-2011,391.63,391.63,380.89,385.78,880936,10.74,5.85
2369,31-01-2011,392.38,392.38,386.45,389.54,611600,5.93,2.84
2370,28-01-2011,400.51,408.60,393.13,396.69,1249688,15.47,3.82
2371,27-01-2011,408.25,409.38,398.25,399.40,916000,11.13,8.85
2372,25-01-2011,409.38,412.63,404.42,406.77,381128,8.21,2.61
2373,24-01-2011,405.55,410.88,403.57,409.78,432736,7.31,-4.23
2374,21-01-2011,408.38,409.63,404.13,406.10,433816,5.50,2.28
2375,20-01-2011,404.75,412.24,402.63,411.14,972304,9.61,-6.39
2376,19-01-2011,413.35,413.75,404.63,406.50,676608,9.12,6.85
2377,18-01-2011,406.00,416.50,406.00,414.77,1745592,10.50,-8.77
2378,17-01-2011,400.00,410.25,399.00,408.50,1003800,11.25,-8.50
2379,14-01-2011,400.85,409.63,398.75,400.25,1541400,10.88,0.60
2380,13-01-2011,411.25,411.25,400.13,401.54,3517608,11.12,9.71
2381,12-01-2011,418.52,423.50,415.14,421.87,883816,8.36,-3.35
2382,11-01-2011,423.00,427.35,411.29,416.16,1163648,16.06,6.84
2383,10-01-2011,422.50,430.23,419.00,424.59,1244168,11.23,-2.09
2384,07-01-2011,434.38,436.75,419.50,420.82,783448,17.25,13.56
2385,06-01-2011,434.13,436.50,430.50,434.49,766112,6.00,-0.36
2386,05-01-2011,433.09,434.50,430.88,433.46,317824,3.62,-0.37
2387,04-01-2011,431.63,436.24,431.63,433.50,488336,4.61,-1.87
2388,03-01-2011,431.13,432.36,428.38,431.62,386512,3.98,-0.49
2389,31-12-2010,428.38,431.75,425.80,430.63,519672,5.95,-2.25
2390,30-12-2010,425.00,430.88,425.00,430.07,929296,5.88,-5.07
2391,29-12-2010,422.15,425.85,421.50,424.94,960216,4.35,-2.79
2392,28-12-2010,422.25,423.25,420.52,422.74,442424,2.73,-0.49
2393,27-12-2010,420.00,423.88,420.00,422.35,338976,3.88,-2.35
2394,24-12-2010,417.90,422.25,417.50,421.07,727080,4.75,-3.17
2395,23-12-2010,417.50,420.75,416.25,420.32,904048,4.50,-2.82
2396,22-12-2010,415.64,419.63,414.19,417.12,505864,5.44,-1.48
2397,21-12-2010,418.75,421.25,413.88,416.16,714136,7.37,2.59
2398,20-12-2010,403.15,420.38,403.15,418.87,1310192,17.23,-15.72
2399,16-12-2010,401.39,412.12,401.39,411.54,1096040,10.73,-10.15
2400,15-12-2010,394.13,401.13,393.75,400.46,739704,7.38,-6.33
2401,14-12-2010,395.13,396.49,390.81,393.89,620232,5.68,1.24
2402,13-12-2010,393.63,394.50,384.38,393.57,526144,10.12,0.06
2403,10-12-2010,393.75,395.25,390.64,393.45,505888,4.61,0.30
2404,09-12-2010,393.25,397.87,392.50,393.95,573832,5.37,-0.70
2405,08-12-2010,394.13,395.56,389.50,391.83,341824,6.06,2.30
2406,07-12-2010,392.79,398.24,392.50,395.97,711160,5.74,-3.18
2407,06-12-2010,390.00,396.48,390.00,393.19,679256,6.48,-3.19
2408,03-12-2010,387.63,393.09,387.63,390.38,617808,5.46,-2.75
2409,02-12-2010,381.25,388.74,379.55,386.94,1605832,9.19,-5.69
2410,01-12-2010,380.00,383.25,379.38,381.82,370368,3.87,-1.82
2411,30-11-2010,381.83,384.75,376.90,381.19,414472,7.85,0.64
2412,29-11-2010,381.35,386.75,381.35,383.11,586960,5.40,-1.76
2413,26-11-2010,382.69,388.00,378.13,380.07,822680,9.87,2.62
2414,25-11-2010,377.18,388.88,376.38,382.97,1976568,12.50,-5.79
2415,24-11-2010,376.65,379.38,372.63,375.13,631024,6.75,1.52
2416,23-11-2010,378.72,382.49,372.47,376.67,637440,10.02,2.05
2417,22-11-2010,372.50,383.72,371.88,380.27,748312,11.84,-7.77
2418,19-11-2010,374.63,376.07,368.75,370.81,539984,7.32,3.82
2419,18-11-2010,371.91,378.38,371.54,375.52,574632,6.84,-3.61
2420,16-11-2010,377.75,377.75,368.00,371.54,567248,9.75,6.21
2421,15-11-2010,374.91,379.50,372.97,378.04,399288,6.53,-3.13
2422,12-11-2010,379.88,379.88,373.63,374.91,820280,6.25,4.97
2423,11-11-2010,385.67,385.67,381.28,381.90,436856,4.39,3.77
2424,10-11-2010,379.75,388.13,379.00,385.37,1352128,9.13,-5.62
2425,09-11-2010,378.75,383.75,378.75,381.52,412120,5.00,-2.77
2426,08-11-2010,385.25,385.25,376.75,377.96,564488,8.50,7.29
2427,05-11-2010,384.50,387.38,383.76,384.98,101656,3.62,-0.48
2428,04-11-2010,380.02,385.63,379.50,384.57,529016,6.13,-4.55
2429,03-11-2010,378.63,380.63,376.88,378.01,306520,3.75,0.62
2430,02-11-2010,375.87,378.13,372.95,377.45,328240,5.18,-1.58
2431,01-11-2010,373.52,378.13,373.21,374.34,149032,4.92,-0.82
2432,29-10-2010,373.00,374.63,368.32,371.20,629216,6.31,1.80
2433,28-10-2010,373.63,378.51,369.50,371.84,562200,9.01,1.79
2434,27-10-2010,376.13,376.13,370.63,373.04,813640,5.50,3.09
2435,26-10-2010,377.50,379.88,375.50,377.49,670136,4.38,0.01
2436,25-10-2010,381.91,384.25,376.20,377.44,575304,8.05,4.47
2437,22-10-2010,379.97,385.50,376.88,381.66,888544,8.62,-1.69
2438,21-10-2010,376.00,379.75,372.50,379.15,937328,7.25,-3.15
2439,20-10-2010,375.88,380.60,374.38,377.41,734880,6.22,-1.53
2440,19-10-2010,388.38,388.75,375.88,376.54,2537440,12.87,11.84
2441,18-10-2010,382.50,389.38,380.38,388.38,1458648,9.00,-5.88
2442,15-10-2010,400.64,406.13,383.18,384.52,4294840,22.95,16.12
2443,14-10-2010,393.75,403.50,393.75,398.04,1995304,9.75,-4.29
2444,13-10-2010,386.25,395.12,384.42,393.90,1233744,10.70,-7.65
2445,12-10-2010,382.27,385.50,378.93,384.37,558840,6.57,-2.10
2446,11-10-2010,385.50,387.50,382.27,383.92,256264,5.23,1.58
2447,08-10-2010,382.03,385.80,379.67,384.68,422624,6.13,-2.65
2448,07-10-2010,386.13,387.09,381.25,381.91,1116424,5.84,4.22
2449,06-10-2010,390.47,390.47,384.88,387.72,336576,5.59,2.75
2450,05-10-2010,387.98,388.63,383.75,385.51,1839632,4.88,2.47
2451,04-10-2010,389.38,395.25,382.88,384.59,730704,12.37,4.79
2452,01-10-2010,380.50,388.73,378.30,387.93,819624,10.43,-7.43
2453,30-09-2010,378.29,382.50,376.27,380.13,583424,6.23,-1.84
2454,29-09-2010,378.88,384.38,375.42,378.65,465264,8.96,0.23
2455,28-09-2010,376.75,378.63,375.38,377.09,270616,3.25,-0.34
2456,27-09-2010,381.25,382.50,377.06,378.19,436368,5.44,3.06
2457,24-09-2010,375.00,381.00,367.79,380.09,687528,13.21,-5.09
2458,23-09-2010,376.13,378.13,371.87,376.79,633480,6.26,-0.66
2459,22-09-2010,382.75,383.25,374.28,375.92,666592,8.97,6.83
2460,21-09-2010,376.90,383.13,374.38,382.32,1152816,8.75,-5.42
2461,20-09-2010,373.13,376.50,372.00,375.74,644424,4.50,-2.61
2462,17-09-2010,374.39,376.25,370.75,371.77,660832,5.50,2.62
2463,16-09-2010,376.95,378.50,370.17,370.98,980584,8.33,5.97
2464,15-09-2010,369.07,382.38,369.07,381.27,1848320,13.31,-12.20
2465,14-09-2010,367.50,375.00,367.13,372.00,1087688,7.87,-4.50
2466,13-09-2010,363.50,367.88,354.38,366.94,1091112,13.50,-3.44
2467,09-09-2010,359.00,361.99,357.41,361.42,659424,4.58,-2.42
2468,08-09-2010,356.88,359.79,353.38,359.01,703400,6.41,-2.13
2469,07-09-2010,352.87,358.38,351.13,356.95,856536,7.25,-4.08
2470,06-09-2010,346.25,355.00,346.25,353.94,603728,8.75,-7.69
2471,03-09-2010,345.63,350.25,345.38,346.46,360472,4.87,-0.83
2472,02-09-2010,347.14,348.75,343.15,343.84,335456,5.60,3.30
2473,01-09-2010,338.38,347.90,338.38,346.97,704528,9.52,-8.59
2474,31-08-2010,335.00,339.75,334.38,338.39,482928,5.37,-3.39
2475,30-08-2010,340.25,342.27,333.25,337.00,532920,9.02,3.25
2476,27-08-2010,344.63,344.63,336.25,338.61,637616,8.38,6.02
2477,26-08-2010,347.25,347.25,343.50,345.44,380440,3.75,1.81
2478,25-08-2010,345.00,348.50,344.38,346.49,297888,4.12,-1.49
2479,24-08-2010,348.13,349.05,344.50,345.69,380240,4.55,2.44
2480,23-08-2010,345.13,350.85,345.00,349.05,313784,5.85,-3.92
2481,20-08-2010,348.13,349.43,344.82,346.15,477320,4.61,1.98
2482,19-08-2010,352.50,352.50,348.13,350.52,416664,4.37,1.98
2483,18-08-2010,345.64,351.94,344.77,350.65,549256,7.17,-5.01
2484,17-08-2010,345.00,346.88,341.25,344.04,538432,5.63,0.96
2485,16-08-2010,345.00,346.99,343.75,344.94,756120,3.24,0.06
2486,13-08-2010,347.13,349.75,344.63,347.53,1281984,5.12,-0.40
2487,12-08-2010,348.75,348.75,344.88,347.33,949896,3.87,1.42
2488,11-08-2010,354.50,356.50,350.02,351.35,393064,6.48,3.15
2489,10-08-2010,357.66,357.66,352.50,354.09,484680,5.16,3.57
2490,09-08-2010,356.75,360.38,354.39,359.15,551680,5.99,-2.40
2491,06-08-2010,357.88,361.13,356.54,358.01,593752,4.59,-0.13
2492,05-08-2010,360.13,363.35,358.48,359.18,620720,4.87,0.95
2493,04-08-2010,348.76,359.38,348.76,358.48,1025576,10.62,-9.72
2494,03-08-2010,350.00,351.50,346.54,348.07,367944,4.96,1.93
2495,02-08-2010,347.63,351.50,343.89,349.95,367216,7.61,-2.32
2496,30-07-2010,352.88,353.75,345.75,348.61,471872,8.00,4.27
2497,29-07-2010,352.95,354.94,351.53,354.27,414896,3.41,-1.32
2498,28-07-2010,353.75,355.00,351.88,354.20,535912,3.12,-0.45
2499,27-07-2010,351.00,353.99,351.00,353.16,541288,2.99,-2.16
2500,26-07-2010,348.75,351.13,348.75,350.32,483216,2.38,-1.57
2501,23-07-2010,348.25,348.25,345.63,347.74,439480,2.62,0.51
2502,22-07-2010,345.00,345.55,341.08,344.73,660120,4.47,0.27
2503,21-07-2010,346.25,347.10,343.75,345.70,207216,3.35,0.55
2504,20-07-2010,346.88,347.84,342.50,344.70,768696,5.34,2.18
2505,19-07-2010,343.63,349.04,342.17,346.29,801896,6.87,-2.66
2506,16-07-2010,345.00,348.69,343.80,347.29,1113384,4.89,-2.29
2507,15-07-2010,343.50,346.88,341.88,344.87,1255848,5.00,-1.37
2508,14-07-2010,350.40,351.25,341.92,342.79,1914672,9.33,7.61
2509,13-07-2010,358.57,358.74,348.13,349.42,5226768,10.61,9.15
2510,,,,,,,,
2511,,,,,,,,
2512,12-07-2010,360.63,363.95,359.13,361.87,1092656,4.82,-1.24
2513,09-07-2010,354.00,360.25,354.00,358.99,949176,6.25,-4.99
2514,08-07-2010,351.13,355.50,350.75,353.22,704904,4.75,-2.09
2515,07-07-2010,348.63,348.75,345.63,347.63,1253280,3.12,1.00
2516,06-07-2010,343.13,349.99,343.13,348.32,561048,6.86,-5.19
2517,05-07-2010,340.63,343.75,340.63,342.88,581344,3.12,-2.25
2518,02-07-2010,346.07,346.07,339.50,341.13,1603432,6.57,4.94
2519,01-07-2010,350.13,350.13,343.77,345.94,987264,6.36,4.19
2520,30-06-2010,347.25,350.38,341.63,348.57,766672,8.75,-1.32
2521,29-06-2010,350.00,350.50,345.92,348.80,297968,4.58,1.20
2522,28-06-2010,349.13,351.13,347.17,350.55,238016,3.96,-1.42
2523,25-06-2010,351.25,351.25,346.57,347.22,367216,4.68,4.03
2524,24-06-2010,350.63,353.44,347.97,352.24,903560,5.47,-1.61
2525,23-06-2010,342.63,351.00,342.63,349.82,467408,8.37,-7.19
2526,22-06-2010,348.75,348.75,345.00,346.02,390712,3.75,2.73
2527,21-06-2010,349.27,352.00,349.19,350.19,503304,2.81,-0.92
2528,18-06-2010,345.63,351.34,344.38,347.70,1381368,6.96,-2.07
2529,17-06-2010,346.25,347.14,341.63,345.92,462272,5.51,0.33
2530,16-06-2010,346.50,346.79,342.88,345.84,567704,3.91,0.66
2531,15-06-2010,343.50,344.63,340.40,342.01,750744,4.23,1.49
2532,14-06-2010,331.29,345.00,331.29,343.41,1196032,13.71,-12.12
