,Date,Open,High,Low,Close,Volume,High-Low,Open-Close
1133,18-01-2016,569.00,580.73,564.00,565.98,364782,16.73,3.02
1134,15-01-2016,572.50,581.73,568.28,570.10,491482,13.45,2.40
1135,14-01-2016,534.00,577.50,527.48,564.35,3483380,50.02,-30.35
1136,13-01-2016,525.00,545.00,523.80,541.18,492856,21.20,-16.18
1137,12-01-2016,529.50,530.75,515.93,525.03,279796,14.82,4.47
1138,11-01-2016,530.00,534.73,526.25,528.55,515436,8.48,1.45
1139,08-01-2016,528.00,534.25,527.95,531.33,168836,6.30,-3.33
1140,07-01-2016,530.00,533.98,524.15,525.63,192644,9.83,4.37
1141,06-01-2016,536.50,537.25,529.55,534.73,216180,7.70,1.77
1142,05-01-2016,541.50,544.00,531.50,537.40,236656,12.50,4.10
1143,04-01-2016,551.58,551.58,538.75,540.30,173522,12.83,11.28
1144,01-01-2016,550.00,554.45,547.15,551.58,108246,7.30,-1.58
1145,31-12-2015,544.00,554.50,544.00,552.28,161366,10.50,-8.28
1146,30-12-2015,550.00,553.18,541.75,543.03,182804,11.43,6.97
1147,29-12-2015,550.55,554.83,548.75,551.88,112406,6.08,-1.33
1148,28-12-2015,546.35,553.80,545.00,550.83,159150,8.80,-4.48
1149,24-12-2015,550.00,551.70,545.20,547.93,89454,6.50,2.07
1150,23-12-2015,544.00,550.00,543.50,549.00,169938,6.50,-5.00
1151,22-12-2015,550.00,550.00,540.25,541.80,203308,9.75,8.20
1152,21-12-2015,537.50,552.38,535.45,551.00,226296,16.93,-13.50
1153,18-12-2015,549.00,551.48,540.05,542.98,362608,11.43,6.02
1154,17-12-2015,550.00,555.00,544.00,553.48,478466,11.00,-3.48
1155,16-12-2015,540.00,548.90,540.00,547.70,228204,8.90,-7.70
1156,15-12-2015,537.50,539.90,529.08,538.45,244454,10.82,-0.95
1157,14-12-2015,525.00,536.65,524.50,534.75,304450,12.15,-9.75
1158,11-12-2015,525.05,530.45,523.00,526.18,366480,7.45,-1.13
1159,10-12-2015,517.55,525.75,515.23,523.20,429594,10.52,-5.65
1160,09-12-2015,522.00,523.80,511.75,514.68,742714,12.05,7.32
1161,08-12-2015,522.50,531.00,520.55,522.48,185192,10.45,0.02
1162,07-12-2015,526.00,529.28,520.13,522.93,179544,9.15,3.07
1163,04-12-2015,526.50,531.80,520.45,523.90,627738,11.35,2.60
1164,03-12-2015,531.25,532.63,525.00,528.00,354260,7.63,3.25
1165,02-12-2015,541.00,541.00,529.03,530.10,200834,11.97,10.90
1166,01-12-2015,544.25,546.53,536.00,538.33,206418,10.53,5.92
1167,30-11-2015,535.00,549.00,528.00,544.23,300878,21.00,-9.23
1168,27-11-2015,525.00,534.83,523.10,533.15,234744,11.73,-8.15
1169,26-11-2015,522.00,529.35,517.50,526.60,246762,11.85,-4.60
1170,24-11-2015,522.50,525.00,518.50,520.50,241398,6.50,2.00
1171,23-11-2015,525.75,530.65,519.03,526.75,250472,11.62,-1.00
1172,20-11-2015,525.00,531.00,521.33,526.45,282128,9.67,-1.45
1173,19-11-2015,516.00,525.88,512.30,523.65,601380,13.58,-7.65
1174,18-11-2015,522.00,522.18,506.13,509.93,817628,16.05,12.07
1175,17-11-2015,541.00,542.00,526.03,530.55,663038,15.97,10.45
1176,16-11-2015,542.50,546.88,533.55,540.10,318022,13.33,2.40
1177,13-11-2015,553.50,553.50,545.00,550.23,176286,8.50,3.27
1178,11-11-2015,557.50,559.73,552.00,554.58,120790,7.73,2.92
1179,10-11-2015,567.00,567.00,551.00,553.20,227256,16.00,13.80
1180,09-11-2015,560.00,568.83,557.50,566.98,183944,11.33,-6.98
1181,06-11-2015,562.50,571.35,562.50,569.03,162332,8.85,-6.53
1182,05-11-2015,569.50,572.43,558.53,561.23,290764,13.90,8.27
1183,04-11-2015,574.00,577.80,566.55,568.53,184770,11.25,5.47
1184,03-11-2015,567.00,574.50,567.00,571.50,217568,7.50,-4.50
1185,02-11-2015,565.00,567.50,557.15,565.78,160650,10.35,-0.78
1186,30-10-2015,571.35,572.00,565.25,568.03,149532,6.75,3.32
1187,29-10-2015,575.00,577.50,568.00,571.35,135184,9.50,3.65
1188,28-10-2015,573.00,580.00,569.75,575.68,195024,10.25,-2.68
1189,27-10-2015,575.50,577.00,572.00,574.23,128126,5.00,1.27
1190,26-10-2015,575.00,578.63,571.50,575.70,216648,7.13,-0.70
1191,23-10-2015,570.00,576.00,562.55,574.28,298394,13.45,-4.28
1192,21-10-2015,562.98,573.00,562.68,568.80,342012,10.32,-5.82
1193,20-10-2015,556.50,564.90,555.80,562.68,340046,9.10,-6.18
1194,19-10-2015,550.00,558.50,550.00,556.10,316740,8.50,-6.10
1195,16-10-2015,550.00,551.60,545.00,546.88,290134,6.60,3.12
1196,15-10-2015,551.00,554.00,544.50,548.50,414802,9.50,2.50
1197,14-10-2015,545.00,557.50,545.00,548.73,480008,12.50,-3.73
1198,13-10-2015,553.50,557.40,543.55,549.33,916376,13.85,4.17
1199,12-10-2015,601.35,609.50,554.45,561.25,2542272,55.05,40.10
1200,09-10-2015,566.50,586.30,566.50,583.93,727298,19.80,-17.43
1201,08-10-2015,570.00,574.83,563.00,566.23,283918,11.83,3.77
1202,07-10-2015,578.95,584.45,564.18,566.58,407706,20.27,12.37
1203,06-10-2015,592.50,595.00,574.30,577.43,403586,20.70,15.07
1204,05-10-2015,588.03,594.45,581.28,590.25,299074,13.17,-2.22
1205,01-10-2015,584.95,598.50,581.18,586.63,435728,17.32,-1.68
1206,30-09-2015,566.50,582.68,563.78,580.23,434424,18.90,-13.73
1207,29-09-2015,551.00,566.00,549.00,560.55,335232,17.00,-9.55
1208,28-09-2015,570.00,571.68,551.53,554.10,305320,20.15,15.90
1209,24-09-2015,555.50,574.80,555.03,570.70,397886,19.77,-15.20
1210,23-09-2015,554.90,563.00,548.75,558.33,222834,14.25,-3.43
1211,22-09-2015,557.50,567.70,550.00,552.75,378242,17.70,4.75
1212,21-09-2015,552.50,554.40,546.78,552.33,174482,7.62,0.17
1213,18-09-2015,555.00,559.00,549.63,552.38,286152,9.37,2.62
1214,16-09-2015,552.50,554.23,549.10,550.75,509406,5.13,1.75
1215,15-09-2015,549.50,552.15,544.05,549.20,171054,8.10,0.30
1216,14-09-2015,548.10,550.00,541.28,548.88,175970,8.72,-0.78
1217,11-09-2015,546.00,552.73,542.63,545.35,264426,10.10,0.65
1218,10-09-2015,544.00,545.50,530.85,540.18,249656,14.65,3.82
1219,09-09-2015,544.00,549.50,536.25,544.25,295314,13.25,-0.25
1220,08-09-2015,531.50,537.23,526.18,529.65,289944,11.05,1.85
1221,07-09-2015,540.50,542.00,527.50,529.80,229390,14.50,10.70
1222,04-09-2015,553.90,555.00,534.00,536.90,316660,21.00,17.00
1223,03-09-2015,555.00,555.53,546.98,550.33,169652,8.55,4.67
1224,02-09-2015,550.00,557.30,545.05,550.15,314152,12.25,-0.15
1225,01-09-2015,544.98,557.20,541.05,544.83,388726,16.15,0.15
1226,31-08-2015,565.00,565.00,541.80,547.60,389940,23.20,17.40
1227,28-08-2015,547.60,562.00,547.50,555.35,340600,14.50,-7.75
1228,27-08-2015,545.00,549.45,538.25,542.05,239770,11.20,2.95
1229,26-08-2015,549.50,549.50,529.80,532.68,374788,19.70,16.82
1230,25-08-2015,548.00,560.00,522.50,543.25,505044,37.50,4.75
1231,24-08-2015,560.00,561.50,540.03,546.33,680698,21.47,13.67
1232,21-08-2015,570.50,579.70,559.55,575.30,465234,20.15,-4.80
1233,20-08-2015,585.00,585.00,565.10,569.10,477064,19.90,15.90
1234,19-08-2015,583.00,593.00,581.90,587.53,569144,11.10,-4.53
1235,18-08-2015,573.50,588.50,573.50,581.90,365950,15.00,-8.40
1236,17-08-2015,575.00,575.38,561.25,570.93,188892,14.13,4.07
1237,14-08-2015,583.00,584.40,571.50,574.50,369230,12.90,8.50
1238,13-08-2015,573.50,583.00,565.00,578.43,590616,18.00,-4.93
1239,12-08-2015,555.00,573.50,555.00,570.88,509318,18.50,-15.88
1240,11-08-2015,549.45,557.50,536.75,552.18,456668,20.75,-2.73
1241,10-08-2015,548.50,553.00,534.05,540.98,205472,18.95,7.52
1242,07-08-2015,544.73,550.45,540.00,547.80,204284,10.45,-3.07
1243,06-08-2015,545.10,552.98,539.50,544.73,371854,13.48,0.37
1244,05-08-2015,532.50,545.00,532.50,543.28,215864,12.50,-10.78
1245,04-08-2015,539.00,540.00,526.50,529.90,352202,13.50,9.10
1246,03-08-2015,540.00,545.75,534.50,539.53,253720,11.25,0.47
1247,31-07-2015,539.50,540.60,530.80,539.03,286918,9.80,0.47
1248,30-07-2015,545.00,545.00,529.88,534.55,222822,15.12,10.45
1249,29-07-2015,534.00,546.13,532.50,542.60,260698,13.63,-8.60
1250,28-07-2015,538.50,538.50,527.75,531.75,252208,10.75,6.75
1251,27-07-2015,544.50,544.50,530.25,532.50,442272,14.25,12.00
1252,24-07-2015,550.00,553.10,541.20,544.68,247380,11.90,5.32
1253,23-07-2015,551.50,558.85,545.50,549.43,368126,13.35,2.07
1254,22-07-2015,552.50,555.73,537.88,551.30,608726,17.85,1.20
1255,21-07-2015,511.10,563.88,511.10,556.33,2835130,52.78,-45.23
1256,20-07-2015,501.63,505.00,493.63,500.95,347480,11.37,0.68
1257,17-07-2015,494.95,501.98,494.50,501.00,397040,7.48,-6.05
1258,16-07-2015,492.75,495.60,489.55,493.90,197530,6.05,-1.15
1259,15-07-2015,485.95,492.60,484.50,491.33,270028,8.10,-5.38
1260,14-07-2015,477.50,486.80,472.68,485.05,536338,14.12,-7.55
1261,13-07-2015,470.00,477.23,467.05,475.03,398782,10.18,-5.03
1262,10-07-2015,475.00,475.93,466.28,468.50,308046,9.65,6.50
1263,09-07-2015,480.00,483.48,467.00,468.85,651170,16.48,11.15
1264,08-07-2015,492.50,492.50,477.50,478.60,670570,15.00,13.90
1265,07-07-2015,495.00,495.38,490.03,491.03,173050,5.35,3.97
1266,06-07-2015,490.00,494.13,487.75,491.75,275000,6.38,-1.75
1267,03-07-2015,493.50,496.50,491.78,494.98,194282,4.72,-1.48
1268,02-07-2015,500.00,500.20,492.58,494.08,247628,7.62,5.92
1269,01-07-2015,495.00,500.00,493.08,498.85,184536,6.92,-3.85
1270,30-06-2015,496.50,496.50,491.55,492.68,261804,4.95,3.82
1271,29-06-2015,494.00,499.50,490.00,495.13,429556,9.50,-1.13
1272,26-06-2015,497.50,505.88,497.50,503.05,354312,8.38,-5.55
1273,25-06-2015,500.00,501.50,493.93,495.58,375776,7.57,4.42
1274,24-06-2015,505.00,506.70,495.80,497.55,303674,10.90,7.45
1275,23-06-2015,512.50,514.00,499.55,500.58,439428,14.45,11.92
1276,22-06-2015,504.50,514.40,498.75,512.20,379194,15.65,-7.70
1277,19-06-2015,502.50,505.15,496.25,498.38,211216,8.90,4.12
1278,18-06-2015,500.13,502.98,498.00,500.45,196586,4.98,-0.32
1279,17-06-2015,503.50,510.20,496.65,497.90,401368,13.55,5.60
1280,16-06-2015,497.00,501.00,492.50,499.73,249144,8.50,-2.73
1281,15-06-2015,490.00,499.43,484.25,495.55,705134,15.18,-5.55
1282,12-06-2015,500.50,506.13,488.88,494.17,1457624,17.25,6.33
1283,11-06-2015,508.75,511.25,499.27,500.47,876372,11.98,8.28
1284,10-06-2015,502.50,509.93,496.50,506.55,424344,13.43,-4.05
1285,09-06-2015,503.25,503.25,496.28,498.14,651432,6.97,5.11
1286,08-06-2015,503.00,505.07,497.50,500.07,224292,7.57,2.93
1287,05-06-2015,509.75,511.00,502.29,503.03,479684,8.71,6.72
1288,04-06-2015,507.75,514.15,503.59,507.02,345768,10.56,0.73
1289,03-06-2015,505.00,515.00,502.07,505.78,696708,12.93,-0.78
1290,02-06-2015,511.25,513.70,501.28,502.20,555136,12.42,9.05
1291,01-06-2015,507.50,515.75,505.83,511.43,316300,9.92,-3.93
1292,29-05-2015,504.25,513.38,500.94,505.60,746392,12.44,-1.35
1293,28-05-2015,495.00,506.75,494.08,503.58,421436,12.67,-8.58
1294,27-05-2015,503.75,503.75,488.44,492.27,551252,15.31,11.48
1295,26-05-2015,505.25,507.77,500.13,502.33,478896,7.64,2.92
1296,25-05-2015,512.50,514.23,501.75,504.50,336528,12.48,8.00
1297,22-05-2015,511.25,512.35,507.52,510.45,689148,4.83,0.80
1298,21-05-2015,512.25,515.25,508.75,510.84,216492,6.50,1.41
1299,20-05-2015,508.39,512.75,508.39,511.18,272572,4.36,-2.79
1300,19-05-2015,497.25,508.18,496.10,504.54,369580,12.08,-7.29
1301,18-05-2015,491.05,499.50,490.52,497.94,468984,8.98,-6.89
1302,15-05-2015,483.78,491.25,483.75,489.94,340672,7.50,-6.16
1303,14-05-2015,490.00,490.00,477.50,483.64,530492,12.50,6.36
1304,13-05-2015,488.50,491.25,483.15,488.99,6706668,8.10,-0.49
1305,12-05-2015,499.73,499.73,485.32,487.40,733656,14.41,12.33
1306,11-05-2015,491.28,500.00,488.50,498.00,485328,11.50,-6.72
1307,08-05-2015,490.98,492.15,486.45,489.50,272568,5.70,1.48
1308,07-05-2015,482.20,491.75,477.78,485.70,512064,13.97,-3.50
1309,06-05-2015,494.75,495.00,479.38,480.63,1707676,15.62,14.12
1310,05-05-2015,500.00,501.25,488.75,491.69,961820,12.50,8.31
1311,04-05-2015,490.25,499.75,487.50,498.58,416200,12.25,-8.33
1312,30-04-2015,490.00,490.04,483.17,485.60,1399832,6.87,4.40
1313,29-04-2015,491.25,493.00,484.64,490.40,628316,8.36,0.85
1314,28-04-2015,497.00,497.00,488.25,490.34,980736,8.75,6.66
1315,27-04-2015,500.25,502.50,487.50,496.50,1370688,15.00,3.75
1316,24-04-2015,532.75,537.50,495.50,499.07,6084388,42.00,33.68
1317,23-04-2015,536.33,536.33,528.13,530.64,426100,8.20,5.69
1318,22-04-2015,536.54,543.75,525.07,534.62,316724,18.68,1.92
1319,21-04-2015,534.50,538.12,529.95,536.10,663064,8.17,-1.60
1320,20-04-2015,545.25,546.00,529.32,533.32,3215856,16.68,11.93
1321,17-04-2015,547.00,548.75,538.37,545.49,130396,10.38,1.51
1322,16-04-2015,553.75,557.50,539.07,547.78,297960,18.43,5.97
1323,15-04-2015,559.73,560.73,548.88,553.30,176820,11.85,6.43
1324,13-04-2015,558.75,561.00,554.40,559.75,135516,6.60,-1.00
1325,10-04-2015,552.50,559.75,552.50,558.33,185700,7.25,-5.83
1326,09-04-2015,552.50,554.10,546.75,552.85,136140,7.35,-0.35
1327,08-04-2015,543.88,551.72,543.50,550.20,159196,8.22,-6.32
1328,07-04-2015,545.00,545.99,535.45,540.32,280228,10.54,4.68
1329,06-04-2015,544.50,546.25,540.50,544.30,232236,5.75,0.20
1330,01-04-2015,552.35,552.35,540.00,543.07,632492,12.35,9.28
1331,31-03-2015,560.90,568.00,551.22,554.15,306176,16.78,6.75
1332,30-03-2015,553.50,561.02,548.87,557.45,231928,12.15,-3.95
1333,27-03-2015,541.00,556.25,540.00,550.49,323088,16.25,-9.49
1334,26-03-2015,553.00,553.38,532.50,536.12,452640,20.88,16.88
1335,25-03-2015,554.33,556.93,550.00,554.43,292948,6.93,-0.10
1336,24-03-2015,557.50,563.00,551.57,553.03,218904,11.43,4.47
1337,23-03-2015,563.00,568.75,556.72,558.10,1441392,12.03,4.90
1338,20-03-2015,558.25,567.38,558.25,564.74,314824,9.13,-6.49
1339,19-03-2015,556.75,561.04,556.05,557.48,2042832,4.99,-0.73
1340,18-03-2015,562.50,565.19,555.00,557.55,166284,10.19,4.95
1341,17-03-2015,565.05,569.63,554.55,560.49,339516,15.08,4.56
1342,16-03-2015,552.50,570.50,552.50,566.75,308668,18.00,-14.25
1343,13-03-2015,556.53,557.20,548.60,554.12,222656,8.60,2.41
1344,12-03-2015,546.23,556.59,544.38,554.45,345048,12.21,-8.22
1345,11-03-2015,547.50,560.00,543.15,545.90,508292,16.85,1.60
1346,10-03-2015,550.00,551.75,540.83,550.03,361360,10.92,-0.03
1347,09-03-2015,563.75,564.00,544.80,547.64,485852,19.20,16.11
1348,05-03-2015,567.10,574.35,559.00,562.93,250636,15.35,4.17
1349,04-03-2015,574.75,578.38,563.09,568.15,285720,15.29,6.60
1350,03-03-2015,572.75,577.25,569.87,574.34,159124,7.38,-1.59
1351,02-03-2015,575.00,577.00,569.60,572.87,154484,7.40,2.13
1352,28-02-2015,567.50,577.50,564.50,573.72,293688,13.00,-6.22
1353,27-02-2015,566.82,570.22,564.50,566.59,202884,5.72,0.23
1354,26-02-2015,578.73,578.73,562.50,564.88,279380,16.23,13.85
1355,25-02-2015,572.50,583.00,569.59,579.52,647980,13.41,-7.02
1356,24-02-2015,569.02,573.75,564.50,569.54,209004,9.25,-0.52
1357,23-02-2015,575.99,577.75,563.32,567.68,303804,14.43,8.31
1358,20-02-2015,581.00,583.80,569.25,571.08,318868,14.55,9.92
1359,19-02-2015,576.00,583.48,573.00,581.65,343340,10.48,-5.65
1360,18-02-2015,571.00,576.25,565.28,573.94,279536,10.97,-2.94
1361,16-02-2015,570.25,576.47,566.50,569.63,342164,9.97,0.62
1362,13-02-2015,577.75,581.23,571.74,574.10,438924,9.49,3.65
1363,12-02-2015,570.00,580.72,568.75,578.87,319064,11.97,-8.87
1364,11-02-2015,568.75,573.75,564.57,571.80,242252,9.18,-3.05
1365,10-02-2015,561.23,574.35,556.25,570.08,566624,18.10,-8.85
1366,09-02-2015,557.34,563.75,551.60,562.55,643628,12.15,-5.21
1367,06-02-2015,548.25,561.69,548.10,557.34,485972,13.59,-9.09
1368,05-02-2015,536.00,555.00,536.00,548.40,717092,19.00,-12.40
1369,04-02-2015,532.00,537.38,532.00,535.52,218144,5.38,-3.52
1370,03-02-2015,535.00,535.00,525.77,530.09,294284,9.23,4.91
1371,02-02-2015,535.00,537.80,531.92,533.59,257932,5.88,1.41
1372,30-01-2015,538.00,540.90,531.60,535.69,967412,9.30,2.31
1373,29-01-2015,533.80,537.34,532.07,535.73,632020,5.27,-1.93
1374,28-01-2015,536.64,538.63,533.25,536.28,336052,5.38,0.36
1375,27-01-2015,553.52,554.00,532.75,534.00,450956,21.25,19.52
1376,23-01-2015,550.00,555.50,541.69,553.52,423648,13.81,-3.52
1377,22-01-2015,542.25,550.50,540.45,548.93,337080,10.05,-6.68
1378,21-01-2015,531.55,542.50,529.33,541.28,1443200,13.17,-9.73
1379,20-01-2015,525.60,533.23,525.12,530.59,275832,8.11,-4.99
1380,19-01-2015,529.50,532.75,523.95,525.60,243580,8.80,3.90
1381,16-01-2015,535.05,536.84,527.50,528.54,272456,9.34,6.51
1382,15-01-2015,536.00,538.23,528.63,533.49,478052,9.60,2.51
1383,14-01-2015,523.75,533.75,523.23,532.20,613040,10.52,-8.45
1384,13-01-2015,528.60,528.60,518.79,521.82,372860,9.81,6.78
1385,12-01-2015,523.77,529.75,519.07,528.69,886260,10.68,-4.92
1386,09-01-2015,496.25,527.00,478.53,518.40,4515468,48.47,-22.15
1387,08-01-2015,495.63,499.22,487.75,493.64,3151456,11.47,1.99
1388,07-01-2015,489.28,493.83,487.50,491.20,3098952,6.33,-1.92
1389,06-01-2015,496.23,497.00,483.75,489.22,886344,13.25,7.01
1390,05-01-2015,503.68,507.42,494.42,499.15,329496,13.00,4.53
1391,02-01-2015,493.75,504.90,493.48,503.37,244044,11.42,-9.62
1392,01-01-2015,491.95,495.30,489.37,493.95,152124,5.93,-2.00
1393,31-12-2014,489.75,494.75,487.75,492.80,3768880,7.00,-3.05
1394,30-12-2014,491.25,493.50,489.32,491.60,177604,4.18,-0.35
1395,29-12-2014,488.03,493.00,488.03,489.95,407920,4.97,-1.92
1396,26-12-2014,485.50,489.74,483.00,487.59,215352,6.74,-2.09
1397,24-12-2014,492.93,496.25,479.44,483.52,588992,16.81,9.41
1398,23-12-2014,500.00,505.25,491.08,492.78,273344,14.17,7.22
1399,22-12-2014,500.57,502.14,493.79,499.25,2020052,8.35,1.32
1400,19-12-2014,497.55,501.78,496.44,500.48,4606736,5.34,-2.93
1401,18-12-2014,487.14,495.00,486.50,491.58,635004,8.50,-4.44
1402,17-12-2014,480.25,489.00,474.50,485.12,815384,14.50,-4.87
1403,16-12-2014,481.25,488.00,481.25,484.42,634884,6.75,-3.17
1404,15-12-2014,477.35,489.12,476.50,481.08,681828,12.62,-3.73
1405,12-12-2014,483.07,490.00,479.75,484.79,700288,10.25,-1.72
1406,11-12-2014,490.00,490.00,478.99,480.20,1458448,11.01,9.80
1407,10-12-2014,491.25,496.20,490.13,490.93,1244168,6.07,0.32
1408,09-12-2014,496.25,496.50,488.14,491.20,678032,8.36,5.05
1409,08-12-2014,503.00,504.25,489.63,492.15,8864444,14.62,10.85
1410,05-12-2014,526.80,528.50,515.02,517.43,542284,13.48,9.37
1411,04-12-2014,531.25,536.14,524.75,525.58,393856,11.39,5.67
1412,03-12-2014,525.95,532.99,521.20,530.65,444820,11.79,-4.70
1413,02-12-2014,541.25,541.25,529.00,531.99,1181984,12.25,9.26
1414,01-12-2014,548.50,550.13,536.52,543.85,1917936,13.61,4.65
1415,28-11-2014,547.13,549.88,543.13,544.91,1059968,6.75,2.22
1416,27-11-2014,539.75,547.13,538.87,545.87,1013392,8.26,-6.12
1417,26-11-2014,538.13,538.88,534.38,537.21,494440,4.50,0.92
1418,25-11-2014,537.22,539.97,531.13,537.90,669552,8.84,-0.68
1419,24-11-2014,525.00,535.00,523.25,534.24,837328,11.75,-9.24
1420,21-11-2014,525.13,525.13,515.99,518.27,438376,9.14,6.86
1421,20-11-2014,522.75,529.05,522.75,527.72,280168,6.30,-4.97
1422,19-11-2014,522.75,524.50,517.74,522.47,242744,6.76,0.28
1423,18-11-2014,527.50,528.13,521.28,522.12,231416,6.85,5.38
1424,17-11-2014,522.50,528.13,518.67,526.10,393088,9.46,-3.60
1425,14-11-2014,523.89,526.19,522.02,523.55,354792,4.17,0.34
1426,13-11-2014,513.88,525.00,513.88,522.64,330824,11.12,-8.76
1427,12-11-2014,515.14,518.75,512.63,513.56,226352,6.12,1.58
1428,11-11-2014,520.69,520.69,513.61,515.57,260144,7.08,5.12
1429,10-11-2014,521.13,522.67,517.78,521.28,244552,4.89,-0.15
1430,07-11-2014,515.75,522.94,514.54,521.09,494728,8.40,-5.34
1431,05-11-2014,509.99,519.30,507.17,515.75,586104,12.13,-5.76
1432,03-11-2014,509.38,513.56,504.35,510.57,501784,9.21,-1.19
1433,31-10-2014,496.64,508.75,496.64,506.44,670704,12.11,-9.80
1434,30-10-2014,486.25,497.39,486.25,493.27,575216,11.14,-7.02
1435,29-10-2014,475.51,486.75,475.51,484.91,223984,11.24,-9.40
1436,28-10-2014,468.89,476.69,468.89,474.26,208832,7.80,-5.37
1437,27-10-2014,479.75,479.75,473.22,475.39,186096,6.53,4.36
1438,23-10-2014,475.00,478.59,474.65,475.73,150528,3.94,-0.73
1439,22-10-2014,475.14,476.35,472.50,474.34,260816,3.85,0.80
1440,21-10-2014,481.25,481.25,464.75,471.78,568848,16.50,9.47
1441,20-10-2014,483.50,486.00,475.44,476.50,404864,10.56,7.00
1442,17-10-2014,483.25,490.00,479.99,481.74,398840,10.01,1.51
1443,16-10-2014,488.63,492.12,481.88,483.20,483024,10.24,5.43
1444,14-10-2014,495.19,496.24,487.65,489.84,595344,8.59,5.35
1445,13-10-2014,487.25,498.25,486.25,492.94,1388520,12.00,-5.69
1446,10-10-2014,460.63,488.58,450.00,486.12,5176240,38.58,-25.49
1447,09-10-2014,462.50,464.24,453.75,455.70,1619712,10.49,6.80
1448,08-10-2014,471.75,475.00,455.41,456.28,1312432,19.59,15.47
1449,07-10-2014,471.25,486.51,471.24,478.79,1314464,15.27,-7.54
1450,01-10-2014,468.75,482.49,467.62,480.90,569984,14.87,-12.15
1451,30-09-2014,468.75,469.74,463.00,468.46,694216,6.74,0.29
1452,29-09-2014,461.25,470.50,460.50,468.89,301152,10.00,-7.64
1453,26-09-2014,461.00,464.87,457.45,460.15,590368,7.42,0.85
1454,25-09-2014,457.50,463.13,455.77,461.71,518848,7.36,-4.21
1455,24-09-2014,451.88,458.96,450.32,456.18,459008,8.64,-4.30
1456,23-09-2014,456.88,460.63,449.27,451.60,1245664,11.36,5.28
1457,22-09-2014,460.63,461.72,454.13,456.37,351712,7.59,4.26
1458,19-09-2014,462.50,471.17,460.14,462.69,1056752,11.03,-0.19
1459,18-09-2014,460.50,466.25,457.14,462.49,530784,9.11,-1.99
1460,17-09-2014,459.40,468.24,459.00,467.55,321912,9.24,-8.15
1461,16-09-2014,458.75,460.90,453.35,457.07,666472,7.55,1.68
1462,15-09-2014,458.75,459.32,453.75,455.37,597016,5.57,3.38
1463,12-09-2014,461.25,463.74,456.71,459.05,214144,7.03,2.20
1464,11-09-2014,459.38,462.45,454.16,460.46,186696,8.29,-1.08
1465,10-09-2014,464.99,464.99,457.94,458.52,391384,7.05,6.47
1466,09-09-2014,468.75,469.43,465.19,467.10,341168,4.24,1.65
1467,08-09-2014,467.50,474.00,466.25,472.30,189184,7.75,-4.80
1468,05-09-2014,465.25,474.12,463.75,466.29,403160,10.37,-1.04
1469,04-09-2014,466.25,466.25,461.92,463.51,213144,4.33,2.74
1470,03-09-2014,450.00,467.50,450.00,466.83,848912,17.50,-16.83
1471,02-09-2014,449.50,452.88,444.57,451.45,710336,8.31,-1.95
1472,01-09-2014,450.66,451.94,448.15,450.43,136264,3.79,0.23
1473,28-08-2014,454.38,454.38,446.00,449.25,155152,8.38,5.13
1474,27-08-2014,453.13,456.10,450.25,454.10,242384,5.85,-0.97
1475,26-08-2014,453.38,454.63,449.82,452.58,245376,4.81,0.80
1476,25-08-2014,450.63,453.75,445.16,452.69,230048,8.59,-2.06
1477,22-08-2014,443.50,450.87,443.42,450.16,1380776,7.45,-6.66
1478,21-08-2014,443.77,445.13,441.38,442.87,180592,3.75,0.90
1479,20-08-2014,443.91,447.97,443.32,444.07,133560,4.65,-0.16
1480,19-08-2014,444.38,448.35,441.25,443.89,237920,7.10,0.49
1481,18-08-2014,450.00,451.13,443.75,444.81,199248,7.38,5.19
1482,14-08-2014,450.00,452.82,448.58,450.47,202616,4.24,-0.47
1483,13-08-2014,445.88,452.25,444.50,449.89,360104,7.75,-4.01
1484,12-08-2014,448.88,449.38,443.13,447.05,207704,6.25,1.83
1485,11-08-2014,438.44,447.88,438.44,446.66,231072,9.44,-8.22
1486,08-08-2014,436.89,440.00,434.45,435.05,286136,5.55,1.84
1487,07-08-2014,437.50,442.75,437.50,439.32,577152,5.25,-1.82
1488,06-08-2014,440.04,450.57,440.00,446.84,1017840,10.57,-6.80
1489,05-08-2014,433.13,439.38,433.13,438.04,533112,6.25,-4.91
1490,04-08-2014,418.88,435.25,418.88,432.83,1008640,16.37,-13.95
1491,01-08-2014,420.00,423.75,416.50,417.55,291936,7.25,2.45
1492,31-07-2014,421.19,424.09,418.24,420.72,209768,5.85,0.47
1493,30-07-2014,424.08,424.08,418.75,421.01,395424,5.33,3.07
1494,28-07-2014,418.75,423.25,415.63,420.80,188280,7.62,-2.05
1495,25-07-2014,422.75,423.75,413.25,419.05,311608,10.50,3.70
1496,24-07-2014,418.50,423.36,415.25,422.29,343064,8.11,-3.79
1497,23-07-2014,405.63,419.00,405.63,418.38,540472,13.37,-12.75
1498,22-07-2014,400.75,406.25,400.04,404.39,338256,6.21,-3.64
1499,21-07-2014,406.25,409.38,399.11,400.81,372528,10.27,5.44
1500,18-07-2014,405.00,409.13,405.00,406.65,219888,4.13,-1.65
1501,17-07-2014,403.88,417.86,403.88,405.42,346184,13.98,-1.54
1502,16-07-2014,403.75,405.75,400.95,403.68,418280,4.80,0.07
1503,15-07-2014,406.25,407.37,402.25,403.19,410392,5.12,3.06
